volatility,spread,trend_strength,volume,proximity,time_horizon,p_normal,p_stressed,p_degraded,assumption_type,breached,phase,close_reason
3.9709056075659756e-05,0.009999999999990905,0.018796992481361612,55.149739999999994,0.8541,30,0.0,0.0,1.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,1.2383787935125557e-13,123.675,0.8541,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,1.223929171295813e-13,341.4000000000001,0.8541,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
2.733968516054627e-05,0.010000000000005116,0.07218045112793396,459.81276,0.8541,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
2.733968516054627e-05,0.010000000000005116,0.06842105263132933,177.7272,0.8541,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,4.199912005322814e-14,110.19899999999998,0.8541,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,3.535515072584757e-13,343.92496,0.8541,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,1,trained,assumption_breach
2.7413526308940924e-05,0.009999999999990905,0.07518796992489096,440.51876,1.0,30,0.0,0.0,1.0,trend_persistence,0,bootstrap,horizon_expired
2.7413526308940924e-05,0.009999999999990905,0.07518796992489096,440.51876,0.000392,30,0.0,0.0,1.0,volatility_control,0,bootstrap,horizon_expired
2.7413526308940924e-05,0.009999999999990905,0.07518796992489096,440.51876,0.166667,30,0.0,0.0,1.0,spread_constraint,0,bootstrap,horizon_expired
2.733968516054627e-05,0.010000000000005116,0.027067669172671602,3.76558,0.8502,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,assumption_breach
0.0,0.010000000000005116,1.202875447927553e-13,568.984,0.8502,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
2.7279564907153944e-05,0.010000000000005116,0.07518796992475218,13.85604,0.8499,30,1.0,0.0,0.0,causal_edge|session_cos|price_return|4,0,trained,horizon_expired
0.0,0.009999999999990905,2.5931388403064205e-13,679.56736,0.8502,30,1.0,0.0,0.0,causal_edge|session_sin|price_return|4,0,trained,horizon_expired
0.0,0.009999999999990905,2.913686305384418e-13,178.77374000000003,0.8499,30,1.0,0.0,0.0,causal_edge|session_cos|price_return|4,0,trained,horizon_expired
3.969933835010748e-05,0.010000000000005116,0.006015037594078413,453.01149999999996,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,0,trained,horizon_expired
2.732295852529693e-05,0.010000000000005116,0.0684210526314748,878.7746000000001,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,0,trained,horizon_expired
0.0,0.010000000000005116,2.162871888847997e-14,355.40496000000013,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,0,trained,assumption_breach
2.7282897983714417e-05,0.009999999999990905,0.06842105263178275,124.81252,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,0,trained,horizon_expired
2.728623187460747e-05,0.010000000000005116,0.038345864661758544,509.7562,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,0,trained,horizon_expired
0.0,0.010000000000005116,1.202875447927553e-13,733.1278,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,0,trained,horizon_expired
0.0,0.009999999999990905,1.7651181658483179e-13,127.40084,0.8405,30,1.0,0.0,0.0,causal_edge|volume|price_return|3,1,trained,horizon_expired
0.0,0.009999999999990905,6.021004040954745e-14,1320.66714,0.841,30,1.0,0.0,0.0,causal_edge|volatility|price_return|3,0,trained,horizon_expired
2.7309591946085233e-05,0.009999999999990905,0.014285714285818202,1803.40158,0.841,30,1.0,0.0,0.0,causal_edge|volatility|price_return|3,0,trained,horizon_expired
0.0,0.009999999999990905,2.6382752673692513e-13,374.8047799999999,0.7104,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,bootstrap,horizon_expired
4.819906660749352e-05,0.010000000000005116,0.0503759398494202,998.2177,0.7104,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,bootstrap,horizon_expired
2.7332992049367532e-05,0.010000000000005116,0.07443609022571498,111.43635999999998,0.7104,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,bootstrap,horizon_expired
2.7343032945270127e-05,0.010000000000005116,0.02706766917316481,530.0954800000001,0.7104,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,bootstrap,horizon_expired
0.0,0.010000000000005116,8.98565165478901e-14,319.2885,0.7104,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,bootstrap,horizon_expired
2.732964672271431e-05,0.009999999999990905,0.07218045112759656,22.031,0.7104,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,1,bootstrap,horizon_expired
2.732295852529693e-05,0.010000000000005116,0.027067669173148026,4.05022,0.8085,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,bootstrap,horizon_expired
3.9694481270628875e-05,0.009999999999990905,0.03383458646591442,200.82587999999998,0.8085,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,bootstrap,horizon_expired
2.7312932364728584e-05,0.010000000000005116,0.014285714285746385,122.73798000000002,0.7904,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,bootstrap,horizon_expired
0.0,0.010000000000005116,2.0856656309263154e-13,18.5503,0.8085,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,bootstrap,horizon_expired
2.7299575591025256e-05,0.009999999999990905,0.0721804511280443,244.35773999999998,0.7904,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,bootstrap,horizon_expired
0.0,0.010000000000005116,1.1836092849718962e-13,154.45904000000002,0.8085,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,bootstrap,horizon_expired
2.7299575591025256e-05,0.009999999999990905,0.0751879699248444,61.41494000000001,0.7904,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,bootstrap,horizon_expired
0.0,0.010000000000005116,1.7651181658483179e-13,29.323879999999996,0.8242,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,bootstrap,horizon_expired
2.732295852529693e-05,0.010000000000005116,0.06842105263166087,57.41565999999999,0.8162,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,bootstrap,assumption_breach
2.7292902101969587e-05,0.009999999999990905,0.06315789473653287,12.099179999999997,0.8162,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
2.73162736004811e-05,0.010000000000005116,0.03834586466136414,571.2981956521741,0.961654,30,1.0,0.0,0.0,trend_persistence,0,bootstrap,horizon_expired
2.73162736004811e-05,0.010000000000005116,0.03834586466136414,571.2981956521741,0.00039,30,1.0,0.0,0.0,volatility_control,0,bootstrap,horizon_expired
2.73162736004811e-05,0.010000000000005116,0.03834586466136414,571.2981956521741,0.166667,30,1.0,0.0,0.0,spread_constraint,0,bootstrap,horizon_expired
4.8169592463995994e-05,0.009999999999990905,0.044360902255761045,54.662119999999994,0.8162,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
0.0,0.009999999999990905,2.6382752673692513e-13,632.9334200000001,0.8313,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
0.0,0.009999999999990905,3.5403316133236713e-13,268.93000000000006,0.8313,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,3.535515072584757e-13,594.813,0.8313,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
3.972850580611193e-05,0.010000000000005116,0.02406015037588754,1527.2588400000002,0.8313,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,7.536103175971259e-15,80.20442000000001,0.8313,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
2.7343032945270127e-05,0.010000000000005116,0.01428571428582346,84.567,0.8313,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,1,trained,horizon_expired
0.0,0.009999999999990905,1.2383787935125557e-13,25.81254,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,trained,horizon_expired
2.7326302214756894e-05,0.010000000000005116,0.06315789473676155,180.04806,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,trained,horizon_expired
2.7322958525296933e-05,0.010000000000005116,0.014285714285690643,523.33754,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,trained,horizon_expired
0.0,0.009999999999990905,8.98565165478901e-14,13.245,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,trained,horizon_expired
4.82344832263442e-05,0.009999999999990905,0.06466165413545796,119.5768,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,trained,horizon_expired
2.732964672271431e-05,0.009999999999990905,0.07443609022571547,47.18027999999998,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,0,trained,horizon_expired
0.0,0.009999999999990905,1.2383787935125557e-13,896.84536,0.8566,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|3,1,trained,horizon_expired
0.0,0.010000000000005116,2.6382752673692513e-13,554.76764,0.0,30,1.0,0.0,0.0,no_active_trend,0,trained,horizon_expired
0.0,0.010000000000005116,2.6382752673692513e-13,554.76764,0.0,30,1.0,0.0,0.0,volatility_normal,0,trained,horizon_expired
0.0,0.010000000000005116,2.6382752673692513e-13,554.76764,0.166667,30,1.0,0.0,0.0,spread_within_tolerance,0,trained,horizon_expired
0.0,0.009999999999990905,1.7651181658483179e-13,121.67049999999999,0.8205,30,1.0,0.0,0.0,causal_edge|ema_spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,2.825201011671359e-13,124.0993,0.8205,30,0.0,0.0,1.0,causal_edge|ema_spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,2.913686305384418e-13,132.2037,0.8205,30,0.0,1.0,0.0,causal_edge|ema_spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,2.825201011671359e-13,152.76202,0.8205,30,1.0,0.0,0.0,causal_edge|ema_spread|price_return|1,0,trained,horizon_expired
5.606102612412773e-05,0.009999999999990905,0.030827067669493557,47.36722,0.8205,30,1.0,0.0,0.0,causal_edge|ema_spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,2.030896122385656e-13,263.7686,0.8205,30,1.0,0.0,0.0,causal_edge|ema_spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.7892008695428893e-13,181.42177999999996,0.8205,30,1.0,0.0,0.0,causal_edge|ema_spread|price_return|1,1,trained,horizon_expired
3.965082097961328e-05,0.010000000000005116,0.03383458646617678,562.06436,0.8423,30,0.99,0.0,0.01,causal_edge|volume|price_return|4,0,trained,horizon_expired
2.7259583537470766e-05,0.010000000000005116,0.06315789473659998,2.74932,0.8423,30,0.44,0.56,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
4.8052055484507674e-05,0.010000000000005116,0.03308270676667841,473.08539999999994,0.8423,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
2.724960382519554e-05,0.010000000000005116,0.06315789473676515,2315.7456800000004,0.8423,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,0,trained,horizon_expired
5.597212178236406e-05,0.010000000000005116,0.04210526315766527,1378.5283399999998,0.8423,30,1.0,0.0,0.0,causal_edge|volume|price_return|4,1,trained,horizon_expired
2.7236308903483144e-05,0.009999999999990905,0.03834586466148234,40.598800000000004,0.75,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|1,0,trained,horizon_expired
2.7163418106601703e-05,0.009999999999990905,0.014285714285649582,323.486,0.75,30,1.0,0.0,0.0,causal_edge|order_book_imbalance|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,5.244896117739522e-14,2.445,0.7856,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,3.8624425737135375e-13,296.385,0.7856,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,2.211217765536246e-13,2412.69324,0.7856,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,3.4193719543519203e-13,35.654,0.7856,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.7193189861192166e-05,0.010000000000005116,0.027067669172847388,718.68412,0.854,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
0.0,0.009999999999990905,2.211217765536246e-13,253.46182000000002,0.7856,30,0.96,0.04,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.7282897983714417e-05,0.009999999999990905,0.07218045112775688,157.996,0.92782,30,1.0,0.0,0.0,trend_persistence,0,trained,horizon_expired
2.7282897983714417e-05,0.009999999999990905,0.07218045112775688,157.996,0.00039,30,1.0,0.0,0.0,volatility_control,0,trained,horizon_expired
2.7282897983714417e-05,0.009999999999990905,0.07218045112775688,157.996,0.166667,30,1.0,0.0,0.0,spread_constraint,0,trained,horizon_expired
2.718656827721158e-05,0.010000000000005116,0.014285714285921227,141.66199999999998,0.854,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
2.7173334778706136e-05,0.010000000000005116,0.0721804511274273,2218.24156,0.7856,30,0.44,0.56,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,3.6793365270263854e-14,9.427999999999999,0.7915,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.713700899860227e-05,0.010000000000005116,0.027067669173226484,288.63104,0.8459,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,2.1708978792123293e-13,1899.8709999999999,0.7915,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.7199814671365678e-05,0.009999999999990905,0.07443609022516813,1253.8473399999996,0.7915,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.718656827721158e-05,0.010000000000005116,0.07443609022542845,59.69204000000001,0.8459,30,0.84,0.16,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
0.0,0.009999999999990905,1.895486841197163e-13,569.1657200000001,0.7915,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.7183258694324697e-05,0.010000000000005116,0.07443609022582139,143.00663999999998,0.8459,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
0.0,0.010000000000005116,1.895486841197163e-13,286.05654000000004,0.7949,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.8810372189804196e-13,164.37,0.7949,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
2.7173334778706136e-05,0.010000000000005116,0.07218045112809036,0.0,0.8544,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
3.947233319075292e-05,0.010000000000005116,0.033834586466248005,753.8343799999999,0.8544,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
2.718656827721158e-05,0.010000000000005116,0.01428571428550508,587.22136,0.8544,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
2.7193189861192166e-05,0.010000000000005116,0.03834586466183328,590.10468,0.8544,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,0,trained,horizon_expired
2.718656827721158e-05,0.010000000000005116,0.0270676691731482,390.6196800000001,0.8544,30,1.0,0.0,0.0,causal_edge|rsi|price_return|4,1,trained,horizon_expired
2.718656827721158e-05,0.010000000000005116,0.01428571428550508,453.04100000000005,0.7503,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
2.717002841685567e-05,0.009999999999990905,0.05639097744351044,640.7424,0.7503,30,0.96,0.04,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,1.4617322836980792e-13,701.6587599999999,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
5.586308739357174e-05,0.010000000000005116,0.039097744361081724,83.9579,0.7503,30,0.99,0.0,0.01,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,2.490785737587856e-14,332.61199999999997,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,2.211217765536246e-13,638.71848,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.9003033819360767e-13,789.33524,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,1.2990647519963793e-14,1614.3463199999999,0.7503,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,9.771933126133977e-14,2189.42126,0.7503,30,0.99,0.0,0.01,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.2881076962135667e-13,3217.6890000000003,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.2990647519963793e-14,1471.1190000000001,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
4.781869395664472e-05,0.010000000000005116,0.017293233082690346,2616.3394000000003,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,2.1016787484549268e-13,19.9534,0.7965,30,1.0,0.0,0.0,causal_edge|spread|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,1.0464124433708e-13,703.40824,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.8503504141343318e-13,31.203339999999994,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,2.7475902193498364e-13,76.88299999999998,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
2.713041474335353e-05,0.010000000000005116,0.04812030075204018,151.4894,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,2.7475902193498364e-13,368.43909999999994,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
3.943395231369408e-05,0.010000000000005116,0.03383458646602279,166.8172,0.7763,30,0.84,0.16,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,2.1708978792123293e-13,217.31999999999996,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.009999999999990905,1.0464124433708e-13,781.1449999999999,0.7763,30,0.44,0.56,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
0.0,0.010000000000005116,1.8503504141343318e-13,34.837599999999995,0.7763,30,1.0,0.0,0.0,causal_edge|trade_intensity|price_return|1,0,trained,horizon_expired
